HNSCC5_p14_HNSCC5_P14_LN_B07	HNSCC5_p14_HNSCC5_P14_LN_C08	HNSCC5_p5_P5_E05	HNSCC5_p14_HNSCC5_P14_LN_A07	HNSCC5_p7_HNSCC5_P7_C10	HNSCC5_p9_HNSCC5_P9_B07	HNSCC5_p15_HNSCC5_P15_E11	HNSCC5_p7_HNSCC5_P7_D04	HNSCC5_p5_P5_E03	HNSCC5_p9_HNSCC5_P9_A02	HNSCC5_p13_P13_D03	HNSCC5_p15_HNSCC5_P15_A12	HNSCC5_p13_P13_C06	HNSCC5_p3_HNSCC5_P3_G07	HNSCC5_p13_P13_G04	HNSCC5_p9_HNSCC5_P9_G06	HNSCC5_p9_HNSCC5_P9_H06	HNSCC5_p7_HNSCC5_P7_A02	HNSCC5_p13_P13_B12	HNSCC5_p3_HNSCC5_P3_E03	HNSCC5_p9_HNSCC5_P9_H08	HNSCC5_p14_HNSCC5_P14_LN_G08	HNSCC5_p14_HNSCC5_P14_LN_A04	HNSCC5_p7_HNSCC5_P7_F10	HNSCC5_p13_P13_C09	HNSCC5_p15_HNSCC5_P15_F09	HNSCC5_p13_P13_A10	HNSCC5_p15_HNSCC5_P15_G06	HNSCC5_p15_HNSCC5_P15_F04	HNSCC5_p9_HNSCC5_P9_G04	HNSCC5_p9_HNSCC5_P9_D04	HNSCC5_p14_HNSCC5_P14_LN_C03	HNSCC5_p9_HNSCC5_P9_D08	HNSCC5_p9_HNSCC5_P9_D10	HNSCC5_p14_HNSCC5_P14_LN_E09	HNSCC5_p9_HNSCC5_P9_B08	HNSCC5_p15_HNSCC5_P15_E07	HNSCC5_p7_HNSCC5_P7_D10	HNSCC5_p14_HNSCC5_P14_LN_E12	HNSCC5_p9_HNSCC5_P9_E08	HNSCC5_p5_P5_E04	HNSCC5_p9_HNSCC5_P9_D03	HNSCC5_p9_HNSCC5_P9_B09	HNSCC5_p14_HNSCC5_P14_LN_G09	HNSCC5_p13_P13_D01	HNSCC5_p7_HNSCC5_P7_A04	HNSCC5_p7_HNSCC5_P7_B09	HNSCC5_p9_HNSCC5_P9_E02	HNSCC5_p5_P5_F11	HNSCC5_p13_P13_E03
NCK1	1.2656461013263	1.31544879385292	1	1.44836445866279	1.33714367683901	1.25669411180967	1	1.3272699918982	1.23697432485816	1.29645648553809	1.3175718163361	1.35536528562425	1.34182312419803	1.6363365492086	1.48228529294094	1	1.38701237966437	1	1.3678804339729	1.30835772804274	1	1.28986851502042	1.25843838643378	1	1	1.32995598186677	1	1.39543184016587	1	1.4409145455342	1.32705695621452	1.38897885124423	1.28304882284628	1.4791317151286	1.39396588537991	1	1	1	1.69141702223149	1	1.33323737475935	1.37603339959565	1.49754640020566	1.7529953256183	1	1	1	1.28673422792821	1	1.68855911898408
COPB2	1.33010569421181	1.3925477352242	1	1.45527953716185	1.35337540172296	1.2672699963459	1	1.35506603526917	1.30555732238535	1.30635382121636	1.36333675010683	1.35511527024917	1.38773801235341	1.6780984498027	1.52070316675433	1	1.41277501296402	1.23490509997651	1.40325289300705	1.36297745232225	1	1.30124052500651	1.29672137902028	1	1	1.37301493896827	1	1.42769676799877	1	1.45400339158161	1.36624737745545	1.36999283341965	1.30330120988195	1.51189740064403	1.40655862654832	1	1.2349839790007	1	1.66419674744924	1	1.36839987260898	1.36946843070257	1.53634265247046	1.83727126035207	1	1	1	1.34242324358532	1.23613204611273	1.73337310590613
COMMD2	1.44630666918033	1.53704956332961	1.273604602845	1.35634682380697	1.31979572460609	1.26036379606708	1	1.3373543757589	1.3908728697217	1.24629372974594	1.4214424393956	1.31168968563784	1.43739563988938	1.70666739517566	1.51533988050046	1	1.34590703113844	1.2378272573237	1.45117313152949	1.44512700676709	1	1	1.33886776021021	1	1	1.46433051476643	1	1.47519392419151	1	1.41491411083141	1.34471861481899	1	1.29679733830754	1.50052308000859	1.37067402930123	1	1	1	1.53175291043713	1	1.40419299382834	1.2490414753002	1.54814734325207	1.95593106801001	1.23771021433501	1	1.30974900482393	1.33465666897254	1.33052714429033	1.75153804862801
EIF2A	1.508160481129	1.59042876405575	1.30184789638041	1.28666535214262	1.31519347632763	1.26532039886113	1.24245029515159	1.30195754301702	1.41681051259118	1	1.43540272765879	1.27726658666002	1.46022798729608	1.6875880430377	1.50594915932872	1	1.31545615066849	1	1.47153004795613	1.46118050501899	1	1	1.37523782294483	1	1	1.49857250846962	1	1.48347192775606	1	1.38931861642338	1.34092638461282	1	1.30126870805468	1.49195859678214	1.34904795773408	1.241470174209	1	1	1.48027259895494	1	1.41366180547047	1	1.52641350887676	1.98756118771905	1	1	1.32902809367345	1.32681399068975	1.36011970018842	1.73127974985115
SELT	1.5245516853327	1.59999459731725	1.30585100750243	1.26682989960946	1.3122203374848	1.26772056280247	1.24731659870415	1.29098631716051	1.42036328656878	1	1.43657988400314	1.26559982183863	1.46186419443444	1.6770116851845	1.50594167362202	1	1.30359600409518	1	1.4754327164654	1.46259959740463	1	1	1.38627150932231	1	1	1.50388286772611	1	1.48322286803458	1	1.38114772365548	1.33884979730758	1	1.29921561796411	1.48672082882955	1.33998147160644	1.25687944037008	1	1	1.46902382978597	1	1.41285846348175	1	1.51730028183612	1.9974863927576	1	1	1.33090346624389	1.32617129069308	1.3637712858423	1.72677860162462
GMPS	1.57310002114217	1.62388860410554	1.31814205279818	1	1.30344888726634	1.2817126052474	1.2637483295749	1.26037292634994	1.43059265104013	1	1.43999019243879	1	1.4671115747458	1.64166459366423	1.51115341795996	1	1.27082628035277	1	1.49103813452663	1.4690426958245	1	1	1.4114795768398	1	1	1.52323955013903	1	1.48592326661939	1	1.35455086125729	1.33071328083245	1	1.2889566116686	1.47447766801119	1.31694230874386	1.29509598193967	1	1	1.43195378934716	1	1.40956117700837	1	1.49620012868691	2	1	1	1.33644772632987	1.31660065300455	1.37346366534896	1.72625734602317
RSRC1	1.62451901230532	1.62754505164174	1.32982631149957	1	1.29314698160261	1.30339518315264	1.28050214007363	1	1.43850639443623	1	1.43472712438269	1	1.47491276279525	1.60215647300243	1.51467330229543	1	1.25320694710278	1	1.49939449725946	1.4778508730544	1	1	1.42635598760521	1	1	1.54367371881921	1	1.49241971462567	1	1.32622825789587	1.32504804953909	1	1.28550700396494	1.46706876346416	1.30528826652668	1.32727509956691	1	1	1.40115180307825	1	1.40271681683838	1	1.47967514792819	2	1	1	1.33911306370444	1.30615372800459	1.38170800301506	1.730967590902
GFM1	1.63936737640933	1.62337397793218	1.33053426386293	1	1.29078369975229	1.30838273704703	1.28558033168123	1	1.44208799721498	1	1.43498125604201	1	1.47560858981645	1.59037410573228	1.51265048690447	1	1.24726134473328	1	1.50062674539394	1.48447691134911	1	1	1.42789817205883	1	1	1.54852432279147	1	1.49345504390467	1	1.31520643927631	1.32587387433141	1	1.2869917752293	1.46901259836342	1.3039161728693	1.33554095391564	1	1	1.3923006770783	1	1.40166696734975	1	1.47748928383789	2	1	1	1.33959382574184	1.30547007982517	1.38758948558288	1.73435879563898
MFSD1	1.66651795121987	1.6192303474326	1.32998288305499	1	1.283567476748	1.31782174986385	1.29190894133683	1	1.44047592478676	1	1.43305718575316	1	1.47128216578574	1.56314273621562	1.50598428624887	1	1.23958443093102	1	1.5073167094753	1.49226300380745	1	1	1.43529005190806	1	1	1.55499336126479	1	1.49358377662735	1	1.2976301982317	1.32568559574822	1	1.29437876641355	1.47414239316087	1.30448117650973	1.35293585559083	1	1	1.37393504009413	1	1.3975153844624	1	1.4672703389607	2	1	1	1.33555024848078	1.30110590959234	1.39771291290471	1.73864491138778
NMD3	1.67877046389437	1.61610021342202	1.33049755545537	1	1.28030692327535	1.32141739468057	1.29317949534409	1	1.43858949069141	1	1.43256264086657	1	1.46627868118835	1.54950091680124	1.50283251535147	1	1	1	1.50899139748932	1.49521871065958	1	1	1.4411422616051	1	1	1.55545940544005	1	1.49261347120287	1	1.28920725985137	1.3275128189174	1	1.30211452489148	1.47541713869798	1.30318106193033	1.36389551401099	1	1	1.36434827717349	1	1.39573448484727	1	1.46151372300518	2	1	1	1.33343084629424	1.29917915196957	1.4017637231529	1.74143294225269
AP2M1	1.76056180234226	1.54721854633633	1.44306495164393	1	1	1.36516961542321	1.31345881120465	1	1.47883180387532	1	1.54977752002165	1	1.40150808684737	1.47183807833013	1.59336686358353	1	1	1	1.59533510019192	1.51170594940443	1	1	1.49144884448129	1	1	1.57148340829904	1.40363472740942	1.48813480683096	1	1	1.36463469081423	1	1.38623879402747	1.46995502382531	1.28801357973268	1.57990634076609	1	1	1	1	1.37196939940734	1	1.38485458104961	2	1	1	1.33555720006126	1.25383980973202	1.59116458959887	1.768558693618
ALG3	1.75678059882703	1.53737745296027	1.45251745677036	0.74814938716329	1	1.36541820353306	1.31659188550424	1	1.47783985830006	1	1.56053226349705	1	1.3854488033184	1.45695946351765	1.59905830948589	1	1	1	1.60263228111661	1.51090597303073	1	1	1.50335604084847	1	1	1.58102153563604	1.42362834253149	1.49287431966933	1	1	1.36067942249641	1	1.39968462965473	1.4721915764415	1.28915799628645	1.61086549896089	1	1	1	1	1.36282838549647	1	1.37174645045304	2	1	1	1.33483992236993	1	1.61104066482842	1.76490746857489
POLR2H	1.75963357167039	1.52599713906967	1.46241583189618	0.674198035347683	1	1.36208735441265	1.3165042656953	1	1.47062585104898	1	1.57820321581128	1	1.3541088624573	1.42784907861692	1.60747642024733	1	1	1	1.61811422292465	1.50635223429845	1	1	1.51109018678278	1	1	1.59305462484662	1.45224041973679	1.49070845333455	1	1	1.35289569546066	1	1.4287070505655	1.47652621157309	1.28213989016756	1.66509268611069	1	1	1	1	1.34037537914469	1	1.34064582186429	2	1	1	1.32896273912529	1	1.63774101123503	1.74991584429001
MAP3K13	1.7655315788888	1.52225127546746	1.46360339152886	0.646145055867048	1	1.35828765628522	1.3142656715955	1	1.46708213182634	1	1.58268876155061	1	1.34663183351467	1.41846326935046	1.6091719734224	1	1	1	1.62436178940731	1.50297055089098	1	1	1.51461701942891	1	1	1.59637337029763	1.45681524377826	1.48816217177798	1	1	1.35114512959767	1	1.43604089174689	1.47279422013222	1.2786331096719	1.67886859949833	1	1	1	1	1.33592588729167	1	1.33166070289637	2	1	1	1.32499235074609	1	1.64324501128569	1.74227621104539
TRA2B	1.77155534647857	1.52065476250643	1.46277387780314	0.621314365100532	1	1.35539099429246	1.31458589156942	1	1.46361467415797	1	1.58578036477734	1	1.34314642584106	1.40601666179716	1.61098744722398	1	1	1	1.62815388172869	1.49739793664128	1	1	1.521346802431	1	1	1.60100581578983	1.46137552570227	1.48994541351949	1	1	1.34898670183406	1	1.44418496970784	1.46893244509576	1.27211458675289	1.69399176158873	1	1	1	1	1.33583435978908	1	1.32253789944318	2	1	1	1.3219230209667	1	1.64940846857693	1.73845508916561
EIF4A2	1.78089243760964	1.52126437115688	1.4617206321798	0.576463232255079	1	1.34973435749884	1.32042206184999	1	1.4515289896375	1	1.58816044188639	1	1.33656647785334	1.38013352109832	1.61492343465054	1	1	1	1.63958162190129	1.48773335568456	1	1	1.53173726752842	1	1	1.61104397091293	1.47972472695716	1.49086706699317	1	1	1.34455847950693	1	1.4598640041578	1.46129953080221	1.26992425504986	1.72690855256132	1	1	1	1	1.32901213790631	1	1.30710922823019	2	1	1	1.31211097862351	1	1.65967804278518	1.72996474834669
LSG1	1.81412105156434	1.51596532261578	1.47925870669842	0.480170953009853	1	1.35680624268147	1.34436208089859	1	1.44669861358661	1	1.59655225409439	1	1.32444206488481	1.33052759368031	1.62611281876199	1	1	1	1.66482393364076	1.46851794929272	1	1	1.57215639084384	1	1	1.64334776220955	1.53459393779787	1.49252546660285	1.25647744361591	1	1.36397762765008	1	1.49811513964461	1.44984843752113	1.25917221905878	1.79662955185618	1	1	1.24361596781736	1	1.31558379361683	1	1.28011733212513	2	1	1	1.3074669894961	1	1.67832525101511	1.73639179241885
TFRC	1.84440786331595	1.49872483431449	1.49599697592037	0.412797154468469	1	1.3813613111748	1.35880435899912	0.73448083593622	1.4435315292027	1	1.5901891613962	1	1.31458563195728	1.29609085995543	1.63630536261184	1	1	1	1.67808519667201	1.46370550335774	1	1	1.62302749561781	1	1	1.66428802264119	1.57781739424802	1.48901823377706	1.27666324830107	1	1.39786690895513	1	1.51984569648061	1.4538705837067	1.26797756135309	1.83222325870959	1	1	1.27805683792432	1	1.31435895433916	1	1.25969320066422	2	1	1	1.30256597694005	1	1.69687383609173	1.74626925417584
PCYT1A	1.8514937047614	1.4977759370534	1.50368246081463	0.396099187080688	1	1.38888899574287	1.36018295698691	0.718263872801177	1.44459063125321	1	1.59144900553475	1	1.30912731844887	1.29203243536544	1.64713144214724	1	1	1	1.68788032767025	1.46127758624764	1	1	1.64001862887421	1	1	1.66813645973136	1.5879349420849	1.48790154544036	1.28226587491964	1	1.41448429071371	1	1.52878206752296	1.45629811205518	1.26531168981857	1.84137962779516	1	1	1.28463778843942	1	1.31544554510537	1	1.25859767727011	2	1	1	1.30133645217896	1	1.70598097938463	1.75034491237233
ATP5I	0.0153741480416321	0.552521246145565	0.502295289651083	0.00774481700828822	0.68689238567735	0.0140502128738192	0.501533124835536	0	0.283169396018918	0.374704139915774	1	0.353106409594273	0.0771585214545748	0.49212175733717	0.308673965239715	0.700672531792006	0.14500519307648	0.436768414955211	0.289404756945962	0.298373720920303	0.637291820903601	0.13584166263041	0.130101503083172	0.264291338796106	0.665413757828562	0.034689198536769	1	0.414145721542058	0	0.0759156772082605	0.287537298777867	0.234306886107159	0.482995462273261	1	0.509874271506266	1	0.588916781600489	0.344128990530302	0.644966774586976	0.100870014769354	0	0.626517561170284	0.267302060924445	0.736185908886419	0.0600194674176259	0.354324256099322	0.255241734617834	0.226297057308772	0.066926626184332	0.369913009977194
LETM1	0.041070733030339	0.586769707616239	0.511773276435627	0.00623993873865381	0.715801536232486	0.0510647171779308	0.506290843228414	0	0.325613696070876	0.387247323852497	1	0.410392476948213	0.107289390904814	0.524479053722053	0.325568136273897	0.710254597006423	0.174391436067215	0.434797104482355	0.325699868903343	0.328985701485426	0.655898712705701	0.158629907696089	0.126812337636613	0.299173916248103	0.676502054147863	0.0712041881795149	1	0.448403390906333	0.0512987753129036	0.116903287849945	0.327357803238559	0.237438995990225	0.525957204354489	1	0.477146633611735	1	0.625056824435076	0.401567370710289	0.65071235325183	0.12363396571552	0	0.635974610562021	0.299925086018981	0.737698611165276	0.0828522804610683	0.377336278005579	0.286554757530211	0.233380986818232	0.0881155795279579	0.353820527703548
RNF4	0.0445341667337145	0.597000511177162	0.518427816345413	0	0.72076436542223	0.0712613209213784	0.501737452968054	0	0.346522393331107	0.389760536858891	1	0.436043470541984	0.121729210239041	0.54949645207317	0.338804551767401	0.704031572481386	0.188198839392704	0.43203074637939	0.353022586363268	0.346144030885219	0.661509143399391	0.16767336825605	0.125703300494675	0.308329788620563	0.679534170564924	0.0953122537884699	0.750465932355314	0.467356913681857	0.0859777177594914	0.141819397896981	0.345447668934321	0.248292235128651	0.54655635833433	1	0.460824544898758	1	0.639883949710293	0.429066814698245	0.651471941284828	0.139660437718929	0	0.636560242904721	0.317970377919614	0.73732992437428	0.103326118518169	0.387847506949777	0.292567434124489	0.240596734016539	0.0962978308064311	0.345853300216917
ADD1	0.0469825468626971	0.604468326944719	0.522070621399466	0	0.721693144119289	0.0825380236874789	0.500831678432934	0	0.355523519423859	0.388161012210765	1	0.450772599655115	0.12957272045438	0.559774913801649	0.341791248394235	0.703817256653521	0.198258824008468	0.427850892920388	0.36713579874538	0.353948137732104	0.663891147262105	0.173223492041864	0.127165879056353	0.313537185952708	0.677757183690749	0.10893138668823	0.745586327357649	0.479567564201676	0.103620638113052	0.154495317670181	0.356802578176806	0.254453707940779	0.553472342048723	1	0.456930888122888	0.750947795272561	0.64829779778521	0.442976520638786	0.6544424744128	0.148810658109992	0	0.63656678889732	0.324101052307297	0.735691707131944	0.116107535896637	0.393092631913875	0.291112925790254	0.247791667169125	0.10239120772948	0.342916521009321
MFSD10	0.050371056230362	0.615478855086324	0.529443195415508	0	0.722401597862496	0.0968935560456838	0.501242177147319	0	0.362034020337936	0.390421364809666	1	0.464578571968549	0.140931495255902	0.57337190287682	0.347775093593422	0.708241278699925	0.209539449744602	0.424863640785877	0.384235651692923	0.361886731912129	0.669179276229826	0.179283494890187	0.127331077669256	0.318850979313075	0.680754781789209	0.125222470457201	0.739947999558375	0.491463823657463	0.121869376094334	0.170318019548849	0.371279672424858	0.261085066221472	0.559925792228385	1	0.45430878244415	0.742991417122315	0.656484217859405	0.456539946251162	0.653205292113667	0.1612739783165	0	0.636639929047569	0.33409547289349	0.735340140071622	0.12949126518678	0.400225808113518	0.293629347652555	0.258065719824662	0.110987819784427	0.341576467089236
GRPEL1	0.0638954875700026	0.677253426300451	0.564205810404345	0	0.741106437508063	0.172212339961261	0.502652999886139	0	0.401995636422417	0.417231037878017	1	0.515516556313479	0.178314209789195	0.627658943619639	0.379217123643254	0.732096115285039	0.255343777859487	0.419477661847886	0.459450867852521	0.385162498756486	0.696156285152142	0.196809896595936	0.147433642599523	0.358670423682774	0.683458119515069	0.185014527852936	0.713789009704008	0.521505656562733	0.182305917063305	0.214494079670017	0.41326945723474	0.290577025686452	0.572745297018453	1	0.442893945699311	0.720310932986173	0.694220580532923	0.507644490722974	0.652723527085208	0.223634780679756	0	0.627585735252661	0.382725472626684	0.731684961484654	0.17931139606608	0.427710748414705	0.315556118815189	0.308426670681633	0.155149762494073	0.357032364047528
WDR1	0.0705048402163663	0.687763167649642	0.573044697391286	0	0.745537192357389	0.193703869965617	0.505461157018719	0	0.407782353639562	0.421160575094813	1	0.5232609320288	0.183216677739747	0.636576171871567	0.382329551639512	0.736207899976574	0.267083708467837	0.417520519151373	0.476773041873006	0.387649642575672	0.700728523533251	0.201947184984288	0.151033810505228	0.368456932384102	0.680909696357216	0.196246779146812	0.712432778322988	0.529181178945765	0.191964777282314	0.225936219796078	0.423722152645451	0.29889187674195	0.575843968668067	1	0.43985150529429	0.717188346593844	0.701735354552877	0.520760185540385	0.65397514746324	0.235985360058096	0	0.628073249560864	0.393339870941973	0.730463764178891	0.193193071090189	0.43309408431905	0.321733542655437	0.321937003487293	0.164120830017731	0.358093710649162
LAP3	0.0829097302796863	0.708111914718095	0.587809165272719	0	1	0.239401749091656	0.508760238623571	0	0.423921454806285	0.429463010483395	1	0.538426551019193	0.194105419351586	0.658169665335017	0.385136356275612	0.741727073634507	0.285811519122698	0.417499420289586	0.507723736534569	0.393756843273766	0.707577087803873	0.218977922865086	0.153844364451503	0.388821447402945	0.675553839421416	0.214764260590408	0.710743612552847	0.541281229016206	0.207075275194549	0.252476578311664	0.450987680075377	0.321448139538018	0.591531847660189	1	0.433750808655191	0.707970802506888	0.714386430117855	0.542294024212944	0.657196020751149	0.264369293693718	0	0.634734491734003	0.412602480592917	0.734449378359469	0.214800917119333	0.443507075257096	0.33536089175151	0.351072345688129	0.188856988581902	0.36064294020278
RBPJ	0.103464440899733	0.730766973377808	0.596981689442869	0.00359591582504837	1	0.295210682183494	0.508516127610948	0	0.446581219505878	0.456747767134661	1	0.569353939004192	0.216626282221039	0.684322117332185	0.393123832138788	1	0.305243092843656	0.41997090717615	0.552140431625924	0.403760974820551	0.711168625154761	0.253988640816303	0.161986399003864	0.424444168455051	0.673504154897197	0.243244641823645	0.712943205152874	0.556452216466812	0.235903250851169	0.289071715349068	0.503516408159723	0.351425551534918	0.617808492496435	1	0.436491804531596	0.676654729468858	0.730502093358795	0.569238273986527	0.67295933770954	0.291758821316195	0.0452718927605013	0.645286987566441	0.435502002408917	0.750262136290474	0.24682987048026	0.462570001197192	0.353606017715109	0.38517985941282	0.216067815417763	0.366323983950536
FAM114A1	0.138515476618512	1	0.600357333567138	0.0188338894736759	1	0.342353841189351	0.516817898750813	0	0.457703545737433	0.49274553288849	1	0.61180533173274	0.252533944018681	0.727536032210662	0.404535678325535	1	0.335029776385191	0.42447810405906	0.59608671600007	0.429789748078282	0.715173150913319	0.298934429141143	0.187130134272788	0.460559531150871	0.686814511360327	0.282809792945338	0.724194009356991	0.575723981634632	0.280698113244993	0.321624363929444	0.559962597482407	0.395245919139661	0.649980896844603	1	0.444769599985158	0.651462471368854	1	0.6083911209589	0.701297904408364	0.318565040162755	0.0973462377098931	0.650921078681952	0.467717814807592	1	0.284911344992611	0.502355061585896	0.38410702227263	0.424530152314575	0.242919095304123	0.384480750408159
RPL9	0.152388725539084	1	0.60073312054471	0.0273196803753168	1	0.359103271714855	0.521048444993584	0	0.460226884361293	0.505808891527941	1	0.624510231841597	0.265134886608798	0.741246514890874	0.410425502718593	1	0.347499458456095	0.42917247761324	0.604172987730146	0.440794057501542	0.718991813236636	0.316885497565992	0.198079504590683	0.474193212280859	0.69250680264143	0.295302833445914	0.725634806109959	0.582657032409539	0.297766204223596	0.334929711389475	0.576803603432177	0.410578296887787	0.663601770486246	1	0.447759690045895	0.641385383969188	1	0.62382477349553	0.712285474839403	0.327501292516594	0.115870274896758	0.653001589914519	0.477253671781234	1	0.295782043470414	0.518026453109911	0.393076354278408	0.437678122539783	0.252102455893318	0.390812665085519
UGDH	0.166518706732312	1	0.602366649168245	0.0363360087417005	1	0.376486887985141	0.524554165781697	0	0.461909495060541	0.519588761409657	1	0.638239239532795	0.278409093694125	1	0.417061455052826	1	0.360497520567615	0.434180150313229	0.610867560528306	0.452675408452587	0.724196715363964	0.334807629272376	0.207549360162043	0.488783440643145	0.698992331457428	0.308596090552823	0.726003361442516	0.590633817507574	0.315379217904891	0.348809647141435	0.594017882585465	0.424038795162065	0.677903540762718	1	0.449756523737099	0.635456733162224	1	0.640190005703395	0.723545925942374	0.337108856853255	0.134902985122052	0.656202201392252	0.487678368035599	1	0.30529003246033	0.534547373109602	0.403025587082736	0.45134149907599	0.261949831502499	0.395932717971349
TMEM33	0.206990453867715	1	0.608092347773379	0.0696191917918398	1	0.430546301088176	0.542097135360398	0	0.477524440887392	0.557395660270332	1	0.678529533738976	0.32683091998682	1	0.447608517946461	1	0.409036234029452	0.451721188947067	0.632121994687524	0.494499845448991	0.743194695623575	0.386402113984574	0.236761066335593	0.537901199501037	0.722857957994549	0.344145779216907	0.727815274982934	0.620010589005513	0.373875904971409	0.388044700565667	0.654306544931425	0.468514973249459	0.724165315162418	1	0.452394471751164	0.612733284843932	1	0.698108025689899	1	0.375612169142669	0.19499611388341	0.664655969270914	0.529572269363312	1	0.337119470943775	0.586186391303874	0.430648029203546	0.493831397709173	0.298706531746684	0.416770846724778
OCIAD2	0.244596939376843	1	0.623489839404758	0.102928930880577	1	0.482155179635081	0.562470318463877	0	0.489713604249425	0.590583052296662	1	0.71533710519063	0.370957905312048	1	0.48506309218866	1	0.465196171802257	0.463213570411823	0.657905602907813	0.539127598229798	1	0.429835966913315	0.266602413442867	0.58634405196027	0.746047039313713	0.376607819707083	0.726754091914243	0.653720229374902	0.428841353510903	0.442013313228908	0.713075378525149	0.512528669577303	1	1	0.452336524344062	0.598129302081064	1	1	1	0.416065664659837	0.256808281968428	0.671405337237905	0.567347277537263	1	0.372207629991148	0.630779095057342	0.464002531756512	0.525687228727053	0.334687640405047	0.424512869407308
SGCB	0.254095838224308	1	0.626521373649032	0.112423983834363	1	0.495929290037053	0.567642007718079	0	0.493407642611095	0.597941108899761	1	0.725003134483005	0.383823357161621	1	0.495599040368111	1	0.483540553493913	0.462070586173097	0.668652694591952	0.5510438015138	1	0.445666077745743	0.274913905610728	0.600278667967709	0.750582794471422	0.388703453437682	0.726527424387191	0.664972160478527	0.444480754471439	0.459515811234356	0.728430633921642	0.525416837035759	1	1	0.450377825670319	0.592054734159092	1	1	1	0.427781304104224	0.274785258451599	0.67131983139187	0.578042448639298	1	0.381906874862612	0.642366454443812	0.472274379229514	0.532211028360389	0.344250801468456	0.426030168028485
POLR2B	0.325111969272463	1	0.657697565201547	0.187498428435693	1	0.609101239376675	0.600851495286012	0	0.518755149705559	0.650829294987663	1	1	0.450251472199905	1	0.590192751396474	1	0.627679193083954	0.459290611713755	0.707864661464848	0.620450140096795	1	0.558310881443352	0.345637916377626	0.682956231366233	0.748224148570956	0.466706155176729	0.735370776901308	0.734652524106254	0.53456979638859	0.5776915421074	1	0.611473726584691	1	1	0.445341443744023	0.599883765157136	1	1	1	0.487627964349386	0.415782354192859	0.626622745732442	0.664105188102208	1	0.448287689740495	0.705331351361224	0.528089543431927	0.573962200284021	0.43828897842187	0.450643867043234
IGFBP7	0.335749743422608	1	0.658819048776861	0.202288844408206	1	0.627334525751675	0.601725102260798	0	0.522028926701772	0.661513490964057	1	1	0.459094137846494	1	0.59862730937585	1	0.652373163357152	0.459038114280865	0.710823373281411	0.627012567477361	1	0.57219159994955	0.356987300071469	0.690191516363401	0.743207317642229	0.477260993144504	0.73582468950087	0.73826621754888	0.543341339832856	0.591748769070834	1	0.619255485195545	1	1	0.441666685018186	0.603858083840327	1	1	1	0.497457142708016	0.433728957824053	0.61573681467216	0.675173863293019	1	0.458205409729535	0.712067849998195	0.537263623715002	0.583775312280991	0.451072930451603	0.454818620261343
UBA6	0.347618628434996	1	0.662783023393626	0.215924200351755	1	0.647244338896921	0.602859730484568	0	0.527844764494742	0.673855991948492	1	1	0.470264049734706	1	0.608627310271527	1	0.676844384668373	0.459911640764564	0.715237621445245	0.636870950881879	1	0.587165112487652	0.369569059111947	0.696740455782638	0.737864035944632	0.487845676390603	0.737885766945847	0.743771279874467	0.555429889978911	0.607369794766507	1	0.629860157278632	1	1	0.439190967127155	0.605916679379805	1	1	1	0.508643236074598	0.453273322458612	0.603318104806367	0.685073909067714	1	0.469512428688364	0.722114558006315	0.544909514272703	0.596763377843522	0.464299750110294	0.461944231214681
RUFY3	0.359022386555479	1	0.664538934118067	0.229507939786288	1	0.664940862614284	0.60444278688175	0	0.532387544937915	0.684996189257774	1	1	0.482757620985296	1	0.620951076542265	1	0.698753164844029	0.461282738521754	0.720452844233365	0.646479666995906	1	0.604071942081808	0.381278482306606	0.702334872350866	0.733152173228772	0.49878557374607	0.738319827457713	0.750939893950366	0.570132671092474	0.622514207610403	1	0.638828095656288	1	1	0.437080286977643	0.605457163774786	1	1	1	0.517387912114532	0.470516960512208	0.590924605307999	0.692757243646617	1	0.483063227634076	0.73201891277624	0.55206920637388	0.608881815344617	0.475569947984976	0.47103069130606
SCARB2	0.401557684107156	1	0.668526995619042	0.271441778628976	1	0.730006800141559	0.611580645504453	0	0.544916904931335	0.725621505285434	1	1	0.52784276206034	1	0.667862180238316	1	1	0.470907301983602	0.735423624061533	0.677836621399332	1	0.659538137228256	0.431810794602638	0.72846741231661	0.715744558505482	0.541838390160988	0.743378855367572	1	0.635249921559709	0.663709101920364	1	0.685973207381886	1	1	0.445126243779134	0.605062202667531	1	1	1	0.552061083998112	0.544761681211343	0.561029576171197	0.726116445514676	1	0.544758774353681	1	0.573459066490724	0.661794379619424	0.519547497311464	0.51513701512426
SEPT11	0.41360168195604	1	0.669438131828824	0.283285979681338	1	0.747595852215146	0.613690106666003	0	0.546778179009924	0.738065751913313	1	1	0.536900833010501	1	0.68073453964372	1	1	0.476228256778863	0.740042072373209	0.687147802913472	1	0.674165914133787	0.44752104168094	0.73750514187795	0.710478438381983	0.552205425396655	0.745234520051264	1	0.65034791416132	0.670131119906474	1	0.699349602581784	1	1	0.447370005615253	0.606799005011649	1	1	1	0.5644015283667	0.564369473310764	0.55357947149271	0.734810389452908	1	0.563513087156995	1	0.57750158569714	0.669871894042146	0.53358404403994	0.527118296938612
