HNSCC5_p14_HNSCC5_P14_LN_B07	HNSCC5_p14_HNSCC5_P14_LN_C08	HNSCC5_p5_P5_E05	HNSCC5_p14_HNSCC5_P14_LN_A07	HNSCC5_p7_HNSCC5_P7_C10	HNSCC5_p9_HNSCC5_P9_B07	HNSCC5_p15_HNSCC5_P15_E11	HNSCC5_p7_HNSCC5_P7_D04	HNSCC5_p5_P5_E03	HNSCC5_p9_HNSCC5_P9_A02	HNSCC5_p13_P13_D03	HNSCC5_p15_HNSCC5_P15_A12	HNSCC5_p13_P13_C06	HNSCC5_p3_HNSCC5_P3_G07	HNSCC5_p13_P13_G04	HNSCC5_p9_HNSCC5_P9_G06	HNSCC5_p9_HNSCC5_P9_H06	HNSCC5_p7_HNSCC5_P7_A02	HNSCC5_p13_P13_B12	HNSCC5_p3_HNSCC5_P3_E03	HNSCC5_p9_HNSCC5_P9_H08	HNSCC5_p14_HNSCC5_P14_LN_G08	HNSCC5_p14_HNSCC5_P14_LN_A04	HNSCC5_p7_HNSCC5_P7_F10	HNSCC5_p13_P13_C09	HNSCC5_p15_HNSCC5_P15_F09	HNSCC5_p13_P13_A10	HNSCC5_p15_HNSCC5_P15_G06	HNSCC5_p15_HNSCC5_P15_F04	HNSCC5_p9_HNSCC5_P9_G04	HNSCC5_p9_HNSCC5_P9_D04	HNSCC5_p14_HNSCC5_P14_LN_C03	HNSCC5_p9_HNSCC5_P9_D08	HNSCC5_p9_HNSCC5_P9_D10	HNSCC5_p14_HNSCC5_P14_LN_E09	HNSCC5_p9_HNSCC5_P9_B08	HNSCC5_p15_HNSCC5_P15_E07	HNSCC5_p7_HNSCC5_P7_D10	HNSCC5_p14_HNSCC5_P14_LN_E12	HNSCC5_p9_HNSCC5_P9_E08	HNSCC5_p5_P5_E04	HNSCC5_p9_HNSCC5_P9_D03	HNSCC5_p9_HNSCC5_P9_B09	HNSCC5_p14_HNSCC5_P14_LN_G09	HNSCC5_p13_P13_D01	HNSCC5_p7_HNSCC5_P7_A04	HNSCC5_p7_HNSCC5_P7_B09	HNSCC5_p9_HNSCC5_P9_E02	HNSCC5_p5_P5_F11	HNSCC5_p13_P13_E03
RPL30	1.90575243888553	1.90097625874668	1.72202805048759	1.40675223239048	1.76137446766733	1.59629701229929	1.67059684707609	1.4294135794972	1.63676893127383	1.65915060204118	1.8347433350394	1.49280941820832	1.56254245105035	2	2	1.91244360057842	1.41189904021081	1.77002656250563	1.91072333601421	1.69546203770429	1.59693760815847	1.90734407096334	1.9950403725214	1.50367666914584	1.58404957755197	1.63511185600685	2	1.77449405126688	1.85205658962939	1.63017685832901	2	2	1.79220678074753	1.88979249684156	2	1.91610649746658	1.46971767436146	1.75106162734497	1.74216591622848	1.62979729459105	1.54954257081408	1.87625387560102	1.93597517839739	1.59968483462522	1.71518534307333	1.77628201662336	1.61412362529252	1.82574579455351	1.52548287677542	1.69280278779928
COX6C	1.92535550168144	1.88146753250775	1.71896267254591	1.41466052108561	1.7766669396411	1.56418392116137	1.68539961900323	1.42489116798851	1.65062542609359	1.67127429569558	1.80552844665402	1.50194657038552	1.55814224295718	2	2	1.88770350836192	1.42355401104177	1.77846885297888	1.90360736719786	1.71467556267211	1.59836368128483	1.91691433256417	1.99610626861344	1.52758467571741	1.5674425170207	1.63850403335782	2	1.78478897793289	1.89183044729642	1.61389297228586	2	2	1.78893208296347	1.93158550498887	2	1.92743547169132	1.46919524660646	1.75675944940235	1.7517033591981	1.62935515784806	1.56170687700619	1.84921537953258	1.95933318215164	1.63163590724989	1.72535080290884	1.78020832133428	1.61718205086446	1.83136732924969	1.50782391832022	1.70078626089595
RNF19A	1.93750073522936	1.86942418497691	1.71947176982836	1.41928753123074	1.78439223276204	1.54301316646816	1.69604495510521	1.42182273024932	1.65596620430946	1.67931302072071	1.78582062340614	1.50766046853176	1.55433255162019	2	2	1.86728618963603	1.42813471179243	1.77864495359421	1.89754191112988	1.72489185373248	1.60201219625316	1.91577665596703	1.99826691038614	1.54320252774481	1.55686506818336	1.64368788779342	2	1.78834872219838	1.9135248880651	1.60550844142159	2	2	1.79010773797451	1.9518867598595	2	1.92876396669253	1.47050638815737	1.75570770519779	1.75072829049957	1.62920207310275	1.56502004053797	1.82865940250824	1.97742189037742	1.64986013227143	1.72530178332813	1.78065227361421	1.62472096475822	1.83508519903705	1.49444764920527	1.70101622265959
PABPC1	1.94111805281318	1.866787267206	1.71908985073021	1.42212938318153	1.78798028191809	1.53650778171114	1.70201567031059	1.42163278433801	1.65965219534144	1.68497323712369	1.77615201923372	1.51154665975418	1.55313933993208	2	2	1.85682848117892	1.42810041863033	1.77824142947067	1.893156637964	1.73071411919307	1.60405571618423	1.90982865201073	2	1.55098721438182	1.55304100366945	1.64869429703355	2	1.78893030376191	1.9230424309564	1.60176577728317	2	2	1.79365570708786	1.95914208407107	2	1.93185988837229	1.47263148302481	1.75563036630716	1.74879946801835	1.62790769670782	1.56580187598718	1.8207401053643	1.98358428630173	1.65944768432299	1.72694927772768	1.78159384238688	1.63132938348181	1.8402501450103	1.48773813368893	1.69988349094035
ZNF706	1.95292235181344	1.86116511046898	1.72499207668408	1.42817648050706	1.80218758492872	1.52641268184713	1.72120802081798	1.42264468425181	1.67227903063742	1.69922242207766	1.7603241486857	1.52520535143401	1.55442619262293	2	2	1.83877340451803	1.43237543535447	1.77419296958145	1.88598513735332	1.74736894573924	1.61357856327439	1.89564857229935	2	1.57142628018709	1.55162331701131	1.665565836296	2	1.79705835620779	1.94811214018146	1.59688027457645	2	2	1.8061056818026	1.9791820632986	2	1.94357818564255	1.48385589270671	1.76089047734086	1.74459821270616	1.62717000305407	1.57409065961347	1.80821639550868	2	1.67652749373354	1.73749802854105	1.78960891031899	1.65136678152215	1.85314144134761	1.4766927911393	1.69680831605357
AZIN1	1.96566375750592	1.8562204243967	1.72966144631395	1.42942404576145	1.82120956705104	1.51697217872582	1.74507234429877	1.42305883563648	1.68675347402494	1.71794954860933	1.74997243524994	1.54277815477553	1.5598234301775	2	2	1.82519720805	1.44053288029553	1.77088535676522	1.87675783608912	1.76282165568132	1.62546842399182	1.87829028737248	2	1.59258261393244	1.55082545138359	1.68690699702414	2	1.80828173899291	1.97328062095421	1.60008257513312	2	2	1.82694876497185	1.99797778043904	2	1.95796356613825	1.49957295642892	1.7687178989775	1.75369992637989	1.62842938814077	1.58972011160826	1.79633171865808	2	1.69439582900496	1.74423231416852	1.79897806862193	1.67297556525497	1.86479396132649	1.46920906925351	1.69324533170255
ATP6V1C1	1.97321962449044	1.85377073788805	1.7294164646827	1.43260215343618	1.82936075461516	1.51195300473369	1.75675911190178	1.42326781290925	1.69030066028047	1.72726865842023	1.74283443126175	1.55093736372319	1.5633909470113	2	2	1.81823800529066	1.44205569754466	1.77208062242611	1.87067395833355	1.76697773979122	1.63123513306501	1.86873300375817	2	1.60237756636448	1.5506810319602	1.69744781748076	2	1.81328844404551	1.98567406061437	1.6020271013392	2	2	1.8390337241131	2	2	1.9632770152595	1.50716877744423	1.77196981185334	1.76118879100666	1.63347949716501	1.60005870625285	1.79030395277267	2	1.70625721392344	1.74477321488851	1.80352694399408	1.68347844086	1.86771477450568	1.46567146530651	1.69046842471374
FZD6	1.98280783261816	1.84886343637547	1.7293701074971	1.43650748553731	1.83729368442357	1.50676268705337	1.76834223202147	1.42224745357186	1.69390033258412	1.73489839659563	1.73591315458244	1.55850395171663	1.56778987981693	2	2	1.80905724094769	1.44390424780721	1.76950689132443	1.86624734422933	1.77098901945911	1.6367618316044	1.85730583313402	2	1.61266667114998	1.55352638766472	1.7085494760597	2	1.81889732294949	2	1.60220045677299	2	2	1.8500487531714	2	2	1.9682725831345	1.51506538589015	1.7749752222899	1.77064700981306	1.63777808147819	1.61045716162175	1.78299012541086	2	1.71819093155038	1.74338264594263	1.80848374727717	1.6943415973155	1.86894325974376	1.46219438512178	1.68963098505168
OXR1	2	1.8347087833862	1.73593939246528	1.45423299865137	1.87654897746035	1.48422726954047	1.81147388676385	1.42392406638741	1.7063212735099	1.76196607727197	1.72107887329009	1.59952058950263	1.58560488789774	2	2	1.77810974719919	1.44654229334565	1.77973950847302	1.84741234783321	1.78733576402325	1.65658483595926	1.79988185464493	2	1.65303528853274	1.55785079484901	1.75434863664675	2	1.83555201538227	2	1.62882636566264	2	2	1.90025089436393	2	2	1.98895956485338	1.54884296006794	1.79423703206491	1.79068682896512	1.64602840190408	1.65810769301672	1.7615807551239	2	1.76358486871786	1.73673199511513	1.83010310326475	1.73384482071492	1.876515145906	1.46754810930191	1.6764513418749
RAD21	2	1.83993154700232	1.75927297335412	1.47925940960292	1.92081240408034	1.44747085481727	1.86037263527175	1.43239747128031	1.73148294149305	1.79412263713904	1.72683027592637	1.65209106764429	1.6148547118306	2	2	1.73167358288956	1.42989867015993	1.79868463532501	1.84610687674386	1.8181710119007	1.68621269987733	1.75727014677958	2	1.69917118039923	1.57333581994463	1.82290871439811	2	1.86622507736308	2	1.68022153442091	2	2	1.97266688579917	2	2	2	1.58906382415412	1.81956517437883	1.81043498659572	1.64711256905753	1.7066322656823	1.74693351214938	2	1.8166072901139	1.74554253834681	1.85943435517025	1.77747216396962	1.89416397522827	1.46668149846981	1.66393321868208
ENPP2	2	1.8451012270317	1.7700783148433	1.48668134372214	1.94365282014061	1.43063522560037	1.88083152636783	1.44318832369655	1.73972484331311	1.80456966514071	1.72839097591306	1.67582173721018	1.63163457698653	2	2	1.71376026485208	1.42760256166416	1.81566845178307	1.84631813836577	1.83277088881799	1.69896806482568	1.74685759026901	2	1.72142369598772	1.58074344709745	1.85115599117735	2	1.883840425226	2	1.70628658383668	2	2	1.99549997452772	2	2	2	1.60582815006421	1.83074397580674	1.82430068034518	1.65117314673143	1.73263835794878	1.73946846615908	2	1.83029708368383	1.75025860064988	1.8740523448426	1.79573927441755	1.90872719976138	1.46389377166342	1.66146948146337
NSMCE2	2	1.85902023522839	1.81799112344787	1.55557623062756	2	1.38269045174685	1.98585921015848	1.51112376129922	1.77527918880131	1.83242214406826	1.72203276244894	1.78684178291423	1.7132144792745	1.95596202299754	2	1.64198956552995	1.38560760564874	1.90466588889571	1.80620426239925	1.86628480478176	1.73357401577101	1.67143453426841	2	1.8209695338675	1.60297707231022	1.97933401054869	2	1.99161706425008	2	1.84671314276049	2	2	2	2	2	2	1.68621297143502	1.86817862462317	1.8809237952514	1.70010867214014	1.86129104713275	1.73148589820971	2	1.8979435705603	1.74052929225564	1.93438124175214	1.87317366191426	2	1.44272305465746	1.68106926013759
MYC	2	1.85684997446341	1.81940695221905	1.56045642601637	2	1.379650159263	1.99176649679856	1.51853617834309	1.77507787368601	1.82646282668773	1.71739117736695	1.79494759756937	1.71819919299926	1.94930745426193	2	1.63731537421873	1.38208396146541	1.91263109413465	1.79508337898617	1.86386431845294	1.73184561796415	1.65878224110726	2	1.82818490827741	1.59804845105983	1.98583549271696	2	1.99735266205306	2	1.85403753185294	2	2	2	2	2	2	1.69094415442094	1.87334496933084	1.87996000441105	1.70142596500185	1.86791080108067	1.73374109850377	2	1.90548747551855	1.73626260511114	1.93390298247898	1.87846530243174	2	1.44134233044778	1.67971367390654
GSDMC	2	1.85121799213325	1.82012199434827	1.56400739982621	2	1.37563702995291	1.99692188152719	1.52323518322419	1.77412236646621	1.81939676192729	1.71175145564009	1.80239882745732	1.72205708878908	1.93908092823128	2	1.63121643848197	1.37539415166287	1.91711001822957	1.78565331813844	1.86007630025532	1.72923756962856	1.64647752745273	2	1.83282602010179	1.59249216386126	1.98967952773177	2	2	2	1.86037120899567	2	2	2	2	2	2	1.69461635239762	1.8775180403815	1.87529346074935	1.70183659944896	1.87379712965208	1.73519197709391	2	1.90963781190094	1.7287411098261	1.93060010783485	1.88309130557969	2	1.43867099362675	1.67532495301648
PHF20L1	2	1.83367804123232	1.81750143825571	1.58134885379906	2	1.36176988695014	2	1.54424031030722	1.76785039052137	1.79076301691207	1.70039013916964	1.82049975852538	1.74165508340317	1.91567639068651	2	1.60685042646589	1.35743252384355	1.9339392085509	1.74500158227736	1.84695959418655	1.7203700669497	1.62189224266424	2	1.84369269448834	1.58581707999757	2	2	2	2	1.87930736942352	2	2	2	2	2	2	1.70089345998547	1.88788397100457	1.85975853756071	1.69651459982025	1.89000987798506	1.73344000927949	2	1.9320486428978	1.69941227575599	1.92414100535516	1.89254983210718	2	1.43739011113349	1.66654000410691
NDRG1	2	1.82566747354926	1.81571696972233	1.58493083940299	2	1.36151557370546	2	1.55047032225297	1.76768117463271	1.77983297156714	1.69625136074602	1.82571719699318	1.75023167292929	1.91238747304098	2	1.60121415937389	1.34889778836069	1.94127675380186	1.73563178577905	1.84460617947974	1.71716253766657	1.61881221292139	2	1.84666073614413	1.58478675068855	2	2	2	2	1.88733139945397	2	2	2	2	2	2	1.7030655324288	1.89164311112457	1.85564822021351	1.69665751559665	1.89664143378297	1.7313201712468	2	1.93678109185105	1.69281125777939	1.92188867579226	1.89503754517788	2	1.43602854964533	1.66219703531436
LY6D	2	1.80905583751798	1.81601086678404	1.60231834663264	2	1.36473288831705	2	1.57048332675248	1.76775900540878	1.75125152072602	1.68168313435564	1.84094013551773	1.77773469903289	1.90143271958257	2	1.58333294898722	1.32705431363837	1.95331941788875	1.7122223845699	1.83944984225926	1.71120215355737	1.60664365553788	2	1.85543357862462	1.58226360020472	2	2	2	2	1.91170871610455	2	2	2	2	2	2	1.71160335021332	1.90537005528616	1.84277907845767	1.70345092016264	1.91553425349577	1.72202652802322	2	1.95228824439247	1.67447636536504	1.91455188258541	1.90591169752486	2	1.44000406375969	1.65500665717531
TSTA3	2	1.78843590665064	1.81862344996664	1.63521247341877	2	1.38877148645847	2	1.60251204905134	1.75862149564059	1.71124178113851	1.66987044169539	1.86719642191225	1.82757245826978	1.89087939286962	1.95962993706452	1.56137752346829	1.31624346857851	1.95070878301755	1.6823117414174	1.83867293628099	1.70370894108698	1.57935201941539	2	1.87143350837607	1.59849486046754	2	2	2	2	1.96245804234908	2	2	2	2	2	2	1.72973770561775	1.92461313478722	1.81409704368761	1.71822758599952	1.93918684399677	1.69663317223079	2	1.94741012311429	1.64025282630705	1.91027172606579	1.92389840689262	2	1.45956212972965	1.65912389784883
PUF60	2	1.78298014424323	1.81876050555428	1.63910157951689	2	1.39291502510578	2	1.60657345461497	1.75566866743343	1.70416737626201	1.67142191986451	1.87333336527472	1.83635062454427	1.89536003010997	1.95246348072621	1.55742537494612	1.31531473160799	1.95073890535916	1.67740571034916	1.8404743987309	1.70371719284236	1.57291074918735	2	1.87522823809077	1.60128888543041	2	2	2	2	1.97970728262909	2	2	2	2	2	2	1.73453783510726	1.92912737822388	1.81257492500784	1.71998293631559	1.94478382388502	1.69318462324468	2	1.94172202559216	1.63064348435496	1.91201968467242	1.92831882398643	2	1.46158982885598	1.66130705635497
GRINA	2	1.77589499574454	1.82158379000424	1.64353214553406	2	1.40133676307815	2	1.616603135916	1.7481398744657	1.68747087578491	1.67617587706831	1.88362802177259	1.85506716001438	1.90142415743676	1.93904380523901	1.55051776985908	1.3076803802133	1.94140446625764	1.66368640111646	1.84511320896675	1.70816125706529	1.55495460805518	2	1.88267073862495	1.60828789212529	2	2	2	2	2	2	2	2	2	2	2	1.74730346770046	1.94039142342022	1.80500989739036	1.72678077516657	1.95690649937502	1.6892581799069	2	1.92564440004231	1.61252767488539	1.91787568966925	1.93962025758016	2	1.46714673634195	1.66509071942555
BOP1	2	1.80303465020983	1.82607368104839	1.65141020959977	2	1.40695268481186	2	1.63112085062523	1.69568907058226	1.60988731230888	1.70062325373692	1.93700992642549	1.89970710857855	1.90081770981987	1.87183305714033	1.51740429389014	1.26339461278686	1.88645644899451	1.65141933270827	1.8427262441778	1.71673004940839	1.49871537658792	2	1.90532567007045	1.61962623153848	2	2	2	2	2	2	2	2	2	1.93276809433898	2	1.78823241970354	1.98115209420086	1.77507616778079	1.73679582207272	2	1.66063121198975	2	1.88599189100861	1.56250821049939	1.94169118612626	1.97567970731316	2	1.49882092336933	1.66015491074919
CYHR1	2	1.83847751686671	1.79918200123842	1.6351397453398	2	1.39780838169429	2	1.6094547079242	1.652038312406	1.55849074257406	1.70783371294363	1.96227529105281	1.92621150186061	1.85344578553109	1.81677690970371	1.50043654930721	1.2406928309562	1.8507597462556	1.63464722107922	1.8117533425343	1.70240169180668	1.4874266774471	2	1.90244772163598	1.61781358471753	2	2	2	2	2	2	2	2	2	1.84967058615519	2	1.79734558366941	2	1.77981673095507	1.72445873416738	2	1.63001570974561	2	1.85853860550387	1.51456042265306	1.93617081398987	1.97225429540341	2	1.51961548472478	1.64786756741276
COMMD5	2	1.85079461391154	1.78929045569271	1.63824125499877	2	1.40041765174618	2	1.59786305776361	1.63148375461409	1.53261645640563	1.70631492299942	1.97073333268118	1.93961459074282	1.82676804307502	1.79436964177777	1.48704715392318	1	1.84459947143585	1.62931485575725	1.7988459839858	1.6964062141468	1.4841373936986	2	1.90304353379289	1.62205805152241	2	2	2	2	2	2	2	2	2	1.80788638704279	2	1.79741076537992	2	1.76618473131679	1.73162745057318	2	1.62088439915922	2	1.84181468642686	1.48512913281336	1.93776904722993	1.97242963261311	2	1.53271663650123	1.64496089425716
C8orf33	2	1.85593521472011	1.79075209962312	1.635469473135	2	1.40102797702045	2	1.59428809054297	1.62695295145491	1.52275163028361	1.71110333189974	1.9760141663403	1.94589893411221	1.81585186328117	1.78106454745509	1.47882810782126	1	1.84123388884565	1.62457936421113	1.79883773191574	1.69311980711245	1.48515527944248	2	1.90417432638035	1.62334205770233	2	2	2	2	2	2	2	2	2	1.79018029823648	2	1.79886893556022	2	1.75803641742835	1.72975394626454	2	1.61512283558152	2	1.83214168502458	1.47457098859141	1.93854131504237	1.97257308643298	2	1.53804674103549	1.64213732406505
USP14	1	1	1.31329919720585	1	1.45218602629202	1.444152503945	1	1.42672674262773	1	1	1	1	1	1.62809938007063	1.41559925173034	1	1.72334531484046	1	1.32530164519306	1.27405434133309	1	1.26201828356572	1	1	1	1	1.51880014545289	1	1.34911069074069	1	1.45300841527712	1.82373047074165	1.40376243541292	1	1.65836278298564	2	1	1.3412566553143	1.53552239535203	1.33799347164345	1.47367403186611	1.356351032339	1	1	1.42860163193006	1.38221255321021	1	1	1.42788995568062	1.50802651318325
YES1	1	1	1.3188150726769	1	1.45653169033244	1.44010932830298	1	1.44095242333102	1	1	1	1	1	1.63617304917544	1.43043311513541	1	1.71580290324401	1	1.32833949667565	1.2808102435801	1	1.2660257262222	1	1	1	1	1.52064953976889	1	1.35026984596804	1	1.4555623109085	1.82333516262862	1.40772971512048	1	1.66846383846439	2	1	1.35139416494382	1.53435161574864	1.35274031455366	1.47702810170758	1.35972345297676	1	1	1.4355367770244	1.38464897691972	1	1	1.43345611449245	1.51031046880828
MYL12A	1	1	1.32215682480713	1	1.46012380350039	1.43480572655053	1	1.45591216225482	1	1	1	1	1	1.64020655314291	1.44849254023281	1	1.70652764056436	1	1.33422652720371	1.28847341328033	1	1.27193463383842	1	1	1	1	1.52013667257629	1	1.34905869750296	1	1.45455728422603	1.82593074232781	1.41534921402973	1	1.67404923341253	2	1	1.36026411165923	1.52889340874489	1.36965234873729	1.47917983263941	1.36623975552793	1	1	1.44588188379942	1.38515594742138	1	1	1.4393159910571	1.51490244980286
MYL12B	1	1	1.327532075701	1	1.46601845267788	1.43189973376456	1	1.47197977564539	1	1	1	1	1	1.64477980595583	1.4671299205065	1	1.69968554758189	1	1.34032562576323	1.29778472274816	1	1.28357950274665	1	1	1	1	1.52090673104462	1	1.34970226422289	1	1.4543937030666	1.82865768014363	1.4238916475318	1	1.67976700436591	2	1	1.37092931609736	1.52364867788895	1.38723226346855	1.48358413510101	1.37426013559736	1	1	1.45693159994858	1.3879494479837	1	1	1.44671810656633	1.52071337966916
TGIF1	1	1	1.33429813979785	1	1.47354253506568	1.43066888641681	1	1.48862596323644	1	1	1	1	1	1.64934108390395	1.48586857223325	1	1.69451039917666	1	1.34614285143038	1.30815431382874	1.24003145484347	1.29385146167293	1	1	1	1	1.52234044880608	1	1.3515473705059	1	1.45449014965913	1.8309747616064	1.43281036613657	1	1.68552432935535	2	1	1.3827890948985	1.51806230553561	1.40499827637964	1.48956288926653	1.3831934752735	1	1	1.46816523241457	1.39234828073408	1	1	1.45505934008029	1.52715239486283
NDUFV2	1	1	1.34487199668232	1	1.48515565101333	1.42731164434022	1	1.50254616878366	1	1	1	1	1	1.650111884034	1.50106958348374	1	1.69348355927874	1	1.35421875455872	1.31594649241503	1.24954590437848	1.30536805971766	1	1	1	1	1.52695890371193	1	1.35700724314427	1	1.45736491696193	1.835613109342	1.43844067190086	1	1.6935607074796	2	1	1.39216020023519	1.50842526801947	1.42553661742742	1.49546153548846	1.38936481965792	1	1	1.48216338741623	1.39565972333092	1	1	1.46061825128943	1.53047142713223
ANKRD12	1	1	1.35488501289074	1	1.4963809054119	1.4238169262895	1	1.51547828196428	1	1	1	1	1	1.64927779810478	1.51489649434574	1	1.69191908210628	1	1.36027143473544	1.32318383840781	1.25882130374196	1.31396328693343	1	1	1	1	1.53028402100608	1	1.36169239617314	1	1.45860737979871	1.83794730464898	1.44288343205756	1	1.69936395249132	2	1	1.40108697081924	1.49687607998588	1.4445414189597	1.50108071365471	1.39482604889999	1	1	1.49455094738754	1.39877776077092	1	1	1.46546739855196	1.53278046892089
TWSG1	1	1	1.36906409261194	1	1.51055746221958	1.4209608396215	1	1.52987475061802	1	1	1	1	1	1.64615882461896	1.5287864252585	1	1.69130131161231	1	1.36688349872064	1.33185760849537	1.27040458786984	1.32481229895049	1	1	1	1	1.53250175987322	1	1.36712267262034	1	1.46066513822818	1.84364856560355	1.44622133945812	1	1.70849890451734	2	1	1.41144271933093	1.48751334655703	1.46591245193445	1.50761218714326	1.40479272875998	1	1	1.51053414255962	1.40315567264239	1	1	1.47487811670774	1.53447674722851
PPP4R1	1	1	1.38331795839028	1	1.52485519836197	1.41966971448396	1	1.54860223849214	1	1	1	1	1	1.64091356649765	1.54636491488505	1.23763284605721	1.68939721029209	1	1.37491434503251	1.34187033626686	1.28242442158416	1.33224904422999	1	1	1	1	1.53878545720616	1	1.37690333381446	1	1.46107777861864	1.85256888289163	1.4510940107001	1	1.7152489327202	2	1	1.42162372507001	1.48137695968674	1.48593886502091	1.51816493103713	1.41534721385255	1	1	1.52927207395587	1.40733507867462	1	1	1.48445360496993	1.54047483255581
RAB31	1	1	1.39448709517706	1	1.5362163887708	1.41666649813606	1	1.56961156333526	1	1	1	1	1	1.63761799219112	1.56010684194259	1.24575140984171	1.68432677131494	1	1.37856355347501	1.34967838680927	1.29385712759278	1.34026904268768	1.24440855467089	1	1	1	1.54121651269658	1	1.38383281794621	1	1.45747783565734	1.86257200717761	1.45234368280547	1	1.7233020823079	2	1.24601334146932	1.42949564223276	1.47061592161314	1.50308335987746	1.52575291750444	1.4225867102114	1	1	1.54387306420923	1.41044977798971	1	1	1.49069063684145	1.54283988146495
VAPA	1	1	1.40507642215429	1	1.54719275036073	1.41327662932353	1	1.58950706449435	1	1	1	1	1	1.63275612602563	1.57779440698116	1.25323152437489	1.67878090670919	1	1.38523727152507	1.35760607915448	1.30541794945959	1.35117299204955	1.25980104554732	1	1	1	1.54809565670409	1	1.39546546785988	1.24393877927777	1.45240454759296	1.8761380652151	1.45249807318787	1	1.73189689458189	2	1.25771532612302	1.43693290557716	1.46344388851485	1.51897933111559	1.53291478420395	1.42902718886606	1	1	1.56223038217265	1.41549452865226	1	1	1.49612924652124	1.54413650696432
CHMP1B	1	1	1.41584125071843	1	1.55863684972698	1.4101989209956	1	1.6091186504894	1	1	1	1.23788321155334	1	1.62734744291296	1.59493283190071	1.26046439817625	1.67337081599111	1	1.39079846353321	1.36565144951769	1.31743817430697	1.36008455577378	1.27383567651867	1	1	1	1.55430581437962	1	1.40681536816127	1.25950454201409	1.44660949594821	1.88796497503213	1.45230613343155	1	1.7390816738505	2	1.27006688119016	1.44467689828426	1.46035059806892	1.53444066825678	1.54040122685668	1.43542185029201	1	1	1.57975797695366	1.42116152048984	1	1	1.50152670118486	1.54512618076081
TUBB6	1	1.24671208397974	1.42684194276025	1	1.57051364431042	1.4098190291796	1	1.62903248990088	1	1	1	1.2472115203439	1	1.62682381784566	1.61221278893628	1.26885327632129	1.66810159255918	1	1.3952591587317	1.37386687330319	1.33058499689142	1.36714226553554	1.28664093630388	1.23776005799041	1	1	1.56424994587839	1	1.41796254453858	1.2789592636789	1.44223230003056	1.89819264347415	1.45181122152778	1	1.74496896253835	2	1.28307709294325	1.45390497437416	1.46000322597376	1.54956807708674	1.55382622083445	1.44182399710993	1	1	1.59657806861008	1.42952638901309	1	1	1.5069328752024	1.55090335001003
AFG3L2	1	1.26559349230105	1.43661048751889	1	1.58131693681819	1.4081830017021	1	1.64728973846403	1	1	1	1.25526884199451	1	1.62944439009476	1.62757251508393	1.27846942528137	1.66139708095652	1	1.40117234779425	1.38078983948987	1.34271706440332	1.37630600449206	1.29683804388524	1.2421776287873	1	1	1.57688202896079	1	1.42745679523123	1.29626803938758	1.44103652337944	1.90570644552168	1.4549408533114	1	1.75103031476417	2	1.29517548289892	1.46544968006615	1.46194117528301	1.56289717084128	1.56598816002363	1.44675470707321	1	1	1.61123251633047	1.43670434207316	1	1	1.51084994433793	1.55478863225014
PSMG2	1	1.28591135980567	1.44556353608285	1	1.59051863532202	1.4045210665353	1	1.66315617500412	1	1	1	1.26202918927022	1.23963211074825	1.62875598874662	1.64580356553711	1.28646989013704	1.65351553217549	1	1.40907471637283	1.38635830491232	1.35456238518091	1.38673355053992	1.30374589460695	1.24518038059032	1	1	1.58699125482289	1	1.43991634370359	1.31599435048919	1.44208777466499	1.9093446067982	1.45539873249096	1	1.75909858547223	2	1.30592656112749	1.47686324266666	1.46527352980506	1.57369556275139	1.5770840602135	1.44946420718218	1	1	1.6229969001761	1.44224348693893	1	1	1.5179319720796	1.56148122167975
PTPN2	1	1.30777186259423	1.45275963185956	1	1.598031953159	1.4042242952494	1	1.67681764028252	1	1	1	1.26995563547749	1.24892033891901	1.6303920416411	1.66148370719779	1.29220244197091	1.64896150637283	1	1.41900578794444	1.39002586150738	1.36478990399586	1.39849501340273	1.31273911120712	1.24652066086646	1	1	1.5942750240114	1	1.45537556228197	1.33300938821113	1.44538793568915	1.91501009365066	1.4586530048797	1	1.76921696876219	2	1.31518114574777	1.48642166572737	1.47003853509821	1.58756090159187	1.58630993019583	1.45009916838573	1	1	1.63205987956125	1.44598287838134	1	1	1.5228109169824	1.56558571926435
SEH1L	1	1.33169553466184	1.46380079923038	1	1.6062731246181	1.40818524917175	1	1.68940391162683	1	1	1	1.27731501147398	1.25871678688911	1.63531941483169	1.67575285239185	1.30088714806014	1.64328175722362	1	1.42669875912007	1.39805993996976	1.3752135803586	1.41166174091837	1.31961844010828	1.24769462246614	1	1	1.59984881168677	1	1.46954220213794	1.34840640486748	1.44907874045805	1.91808269096819	1.46514856867576	1	1.77688012259616	2	1.32450231999923	1.49631117021499	1.47505427789335	1.60549366596691	1.59476145506332	1.44971620226396	1	1	1.64047958881023	1.44897912725101	1	1	1.52656920505965	1.57244841291603
ROCK1	1	1.35713141407761	1.47292078900203	1	1.61331354632572	1.41010299517649	1	1.69984714316288	1	1	1	1.28380683588962	1.26650943179454	1.6369380307146	1.68751819966846	1.31235308516514	1.63526862986662	1	1.43110603561296	1.40477952033936	1.38513810619027	1.42605575179982	1.32847273014859	1.25220242522732	1	1	1.60797231162301	1	1.48200121643381	1.36147666922434	1.44959833513014	1.92304249824138	1.47419446131333	1	1.78648598622359	2	1.33291228216861	1.50787589690075	1.48134917081044	1.62096095279385	1.60142847892393	1.45244076830529	1	1	1.65159928588088	1.45241314208405	1	1	1.52825437482594	1.58199359365923
