HNSCC5_p3_HNSCC5_P3_E03	HNSCC5_p3_HNSCC5_P3_D10	HNSCC5_p3_HNSCC5_P3_F07	HNSCC5_p3_HNSCC5_P3_H01	HNSCC5_p3_HNSCC5_P3_C11	HNSCC5_p3_HNSCC5_P3_G07	HNSCC5_p3_HNSCC5_P3_A04	HNSCC5_p9_HNSCC5_P9_B10	HNSCC5_p9_HNSCC5_P9_D08	HNSCC5_p9_HNSCC5_P9_D03	HNSCC5_p9_HNSCC5_P9_B11	HNSCC5_p9_HNSCC5_P9_H03	HNSCC5_p9_HNSCC5_P9_H10	HNSCC5_p9_HNSCC5_P9_B06	HNSCC5_p9_HNSCC5_P9_A02	HNSCC5_p9_HNSCC5_P9_G04	HNSCC5_p9_HNSCC5_P9_A06	HNSCC5_p9_HNSCC5_P9_B07	HNSCC5_p9_HNSCC5_P9_G07	HNSCC5_p9_HNSCC5_P9_D04	HNSCC5_p9_HNSCC5_P9_G11	HNSCC5_p9_HNSCC5_P9_G09	HNSCC5_p9_HNSCC5_P9_D10	HNSCC5_p9_HNSCC5_P9_E09	HNSCC5_p9_HNSCC5_P9_B09	HNSCC5_p9_HNSCC5_P9_E10	HNSCC5_p9_HNSCC5_P9_F10	HNSCC5_p9_HNSCC5_P9_A08	HNSCC5_p9_HNSCC5_P9_G02	HNSCC5_p9_HNSCC5_P9_F12	HNSCC5_p9_HNSCC5_P9_A09	HNSCC5_p9_HNSCC5_P9_G06	HNSCC5_p9_HNSCC5_P9_H06	HNSCC5_p9_HNSCC5_P9_D05	HNSCC5_p9_HNSCC5_P9_F09	HNSCC5_p9_HNSCC5_P9_C12	HNSCC5_p9_HNSCC5_P9_E08	HNSCC5_p9_HNSCC5_P9_C03	HNSCC5_p9_HNSCC5_P9_B08	HNSCC5_p9_HNSCC5_P9_H08	HNSCC5_p9_HNSCC5_P9_E02	HNSCC5_p14_HNSCC5_P14_LN_F03	HNSCC5_p14_HNSCC5_P14_LN_A09	HNSCC5_p14_HNSCC5_P14_LN_C03	HNSCC5_p14_HNSCC5_P14_LN_E08	HNSCC5_p14_HNSCC5_P14_LN_H11	HNSCC5_p14_HNSCC5_P14_LN_G08	HNSCC5_p14_HNSCC5_P14_LN_G06	HNSCC5_p14_HNSCC5_P14_LN_D01	HNSCC5_p14_HNSCC5_P14_LN_C01	HNSCC5_p14_HNSCC5_P14_LN_A04	HNSCC5_p14_HNSCC5_P14_LN_C09	HNSCC5_p14_HNSCC5_P14_LN_G09	HNSCC5_p14_HNSCC5_P14_LN_B06	HNSCC5_p14_HNSCC5_P14_LN_B07	HNSCC5_p14_HNSCC5_P14_LN_C08	HNSCC5_p14_HNSCC5_P14_LN_E09	HNSCC5_p14_HNSCC5_P14_LN_A07	HNSCC5_p14_HNSCC5_P14_LN_F05	HNSCC5_p14_HNSCC5_P14_LN_D10	HNSCC5_p14_HNSCC5_P14_LN_E12	HNSCC5_p5_P5_H06	HNSCC5_p5_P5_B05	HNSCC5_p5_P5_E11	HNSCC5_p5_P5_F11	HNSCC5_p5_P5_E04	HNSCC5_p5_P5_E05	HNSCC5_p5_P5_E03	HNSCC5_p5_P5_E12	HNSCC5_p5_P5_A08	HNSCC5_p5_P5_D05	HNSCC5_p7_HNSCC5_P7_D04	HNSCC5_p7_HNSCC5_P7_B09	HNSCC5_p7_HNSCC5_P7_A02	HNSCC5_p7_HNSCC5_P7_A04	HNSCC5_p7_HNSCC5_P7_G02	HNSCC5_p7_HNSCC5_P7_A12	HNSCC5_p7_HNSCC5_P7_F10	HNSCC5_p7_HNSCC5_P7_D10	HNSCC5_p7_HNSCC5_P7_C10	HNSCC5_p7_HNSCC5_P7_G07	HNSCC5_p7_HNSCC5_P7_F12	HNSCC5_p7_HNSCC5_P7_C07	HNSCC5_p7_HNSCC5_P7_C12	HNSCC5_p7_HNSCC5_P7_G04	HNSCC5_p7_HNSCC5_P7_E07	HNSCC5_p7_HNSCC5_P7_G05	HNSCC5_p13_P13_A05	HNSCC5_p13_P13_H07	HNSCC5_p13_P13_E03	HNSCC5_p13_P13_C07	HNSCC5_p13_P13_G05	HNSCC5_p13_P13_D03	HNSCC5_p13_P13_C06	HNSCC5_p13_P13_B05	HNSCC5_p13_P13_A10	HNSCC5_p13_P13_G04	HNSCC5_p13_P13_D11	HNSCC5_p13_P13_A08	HNSCC5_p13_P13_C09	HNSCC5_p13_P13_G08	HNSCC5_p13_P13_F10	HNSCC5_p13_P13_H01	HNSCC5_p13_P13_D01	HNSCC5_p13_P13_F04	HNSCC5_p13_P13_H11	HNSCC5_p13_P13_D08	HNSCC5_p13_P13_H09	HNSCC5_p13_P13_B12	HNSCC5_p13_P13_H08	HNSCC5_p13_P13_C11	HNSCC5_p15_HNSCC5_P15_D03	HNSCC5_p15_HNSCC5_P15_B12	HNSCC5_p15_HNSCC5_P15_B10	HNSCC5_p15_HNSCC5_P15_E11	HNSCC5_p15_HNSCC5_P15_F03	HNSCC5_p15_HNSCC5_P15_A01	HNSCC5_p15_HNSCC5_P15_E03	HNSCC5_p15_HNSCC5_P15_B07	HNSCC5_p15_HNSCC5_P15_B05	HNSCC5_p15_HNSCC5_P15_B08	HNSCC5_p15_HNSCC5_P15_D08	HNSCC5_p15_HNSCC5_P15_F04	HNSCC5_p15_HNSCC5_P15_F09	HNSCC5_p15_HNSCC5_P15_A11	HNSCC5_p15_HNSCC5_P15_A09	HNSCC5_p15_HNSCC5_P15_B03	HNSCC5_p15_HNSCC5_P15_G06	HNSCC5_p15_HNSCC5_P15_A12	HNSCC5_p15_HNSCC5_P15_G03	HNSCC5_p15_HNSCC5_P15_A04	HNSCC5_p15_HNSCC5_P15_E07
CLTC	1	1	1	1	1.24178124711654	1	1	1	1	1	1.408166850991	1	1.3176608187409	1	1.35926341383338	1	1.32994091805737	1.23913667406706	1.45542260272691	1	1	1.26519002839014	1	1	1.29910696852592	1.31651128527062	1	1	1	1.24058013162997	1.30869052871184	1	1.84684508018303	1	1	1	1	1	1.37970943488734	1	1.4693756830294	1	1	1.25394186663345	1.64661432739876	1.39429699651089	1	1.31301353798984	1	1	1	1	1	1	1	1	1	1	0.664540095756378	1	1	1.28880977053168	1.24301043525312	1.26247165786107	1	1	1	1	1	1.42639546547274	1	1	1	1	1.27498255389061	1	1	1	1	1	1.35117717636227	1	1	1	1	1	1.28651125460147	1.36193773608339	1	1	1	1	1	1	1	1	1	0.64625029538192	1	0.475146694149658	1	0.732197443116132	1	1	1.47247005422761	1.27440235291515	1.3420325888593	1	1.32626257361408	1	1	1	1	1	1	1.30272162804031	1	1	1	1	1	0.671517819836136	1	1	1	1	1	1	1	1	1	1
PTRH2	1.23873606421218	1	1	1	1.24501380273409	1	1	1	1	1	1.39995089589869	1	1.31874532156169	1	1.35546762750289	1	1.32987452080835	1.23596265149498	1.45698814872038	1	1	1.2713171033621	1	1	1.28687789037113	1.31473466167577	1	1	1	1.24133281142259	1.30850875450038	1	1.83149134570623	1	1	1	1	1	1.39915054099573	1	1.47659710785934	1	1	1.26358891906006	1.64972863569192	1.40392379367623	1	1.31491262799975	1	1	1	1	1	1	1	1	1	1	0.667081731634687	1	1	1.27923836466127	1.2447490201521	1.25966688937589	1	1	1	1	1	1.42553200728254	1	1	1	1	1.26818431792055	1	1	1	1	1	1.3581540222279	1	1	1	1	1	1.29011808870083	1.3536967838351	1	1	1	1	1	1	1	1	1	0.644652719731474	1	0.486321887636139	1	0.721766606136979	1	1	1.47350492348023	1.2748524492536	1.33662635478796	1	1.31779553197574	1	1	1.23689306299168	1	1	1	1.29779870753196	1	1	1	1	1	0.67211961023235	1.24865852223119	1	1	1	1	1	1	1	1	1
VMP1	1.24839033915185	1	1	1	1.24985703291064	1	1	1	1	1	1.39028541415664	1	1.3196783717022	1	1.34970560169827	1	1.32787428923038	1	1.46203907500927	1	1	1.27553297031947	1	1	1.27750884208054	1.30951718338419	1	1	1	1.24193586003954	1.3080678049195	1	1.81408622988613	1	1	1	1	1	1.42211544186283	1	1.4836711284326	1	1	1.2695701839124	1.64893407996425	1.41521827141624	1	1.32021864178126	1	1	1	1	1	1	1	1	1	1	0.669480952328819	1	1	1.26924239445504	1.24702728551438	1.25743260510485	1	1	1	1	1	1.42423629089876	1	1	1	1	1.26222011849701	1	1	1	1	1	1.36857190631076	1	1	1	1	1	1.29321858454371	1.34710153502959	1	1	1	1	1	1	1	1	1	0.641236579884198	1	0.497148927584505	1	0.714598950615705	1	1	1.47256062900193	1.27338587849356	1.32929058210745	1	1.30918876595286	1	1	1.24082815208367	1	1	1	1.29597064264243	1	1	1	1	1	0.673664295185729	1.26068718614205	1	1	1	1	1	1	1	1	1
DCAF7	1.25763244067646	1	1	1	1.2577985598441	1	1	1	1	1	1.38019877537647	1	1.31840041293887	1	1.34530183468152	1	1.32544238644443	1	1.46665181187088	1	1	1.27755531255157	1	1	1.26772590106351	1.30470457053432	1	1	1	1.24035592294869	1.30542041066831	1	1.79500095096195	1	1	1	1	1	1.44472440914208	1	1.49060039695498	1	1	1.27336239594612	1.64581056579581	1.42428395849631	1	1.3233163224086	1	1	1	1	1	1	1	1	1	1	0.671472225827322	1	1	1.25870096806048	1.25058190241761	1.25477179027168	1	1	1	1	1	1.42223624364462	1	1	1	1	1.2574388526624	1	1	1	1	1	1.37857129452682	1	1	1	1	1	1.29724875602848	1.34154840861674	1	1	1	1	1	1	1	1	1	0.637415913565558	1	0.507925944771681	1	0.705333909433927	1	1	1.47276664313356	1.27103323554773	1.3233116076792	1	1.29839012076476	1	1	1.24300744007954	1	1	1	1.29194150141452	1	1	1	1	1	0.674800218492591	1.27231110030561	1	1	1	1	1	1	1	1	1
CCDC47	1.26604216803486	1	1	1	1.26557346366146	1	1	1	1	1	1.37335579132787	1	1.3169442158088	1	1.34046932253708	1	1.32623318290352	1	1.47280423618625	1	1	1.28113840077484	1	1	1.25759617176369	1.29980770646566	1	1	1	1.24032655605756	1.30082196715596	1	1.77875170837529	1	1	1	1	1	1.46686827780511	1	1.49568522767074	1	1	1.27874682356311	1.64417898673822	1.43510315582365	1	1.32661003821457	1	1	1	1	1	1	1	1	1	1	0.673295045492882	1	1	1.2463967526736	1.25386110603482	1.25088800027244	1	1	1	1	1	1.42005533420427	1	1	1	1	1.2526365938261	1	1	1	1	1	1.38840625276819	1	1	1	1	1	1.30224161387228	1.33913841894209	1	1	1	1	1	1	1	1	1	0.635807554337768	1	0.518884334134214	1	0.69591372867335	1	1	1.47451611478527	1.27099371723275	1.31921926952743	1	1.28944415211589	1	1	1.24510562997507	1	1.2360087614104	1	1.28773735879815	1	0.752039428870649	1	1	1	0.678353144006518	1.28237278055132	1	1	1	1	1	1	1	1	1
PSMC5	1.27432427953899	1	1	1	1.2732190865532	1	1	1	1	1	1.36637900558024	1	1.31357037806792	1	1.33549477701649	1	1.32688363126008	1	1.4786686333242	1	1	1.282328710837	1	1	1.24713008358751	1.29776308842269	1	1	1	1.23938155575667	1.29539147247873	1	1.76286372861415	1	1	1	1	1	1.48894624493575	1	1.50298694992071	1	1	1.28574571445497	1.64427324557848	1.44761404247123	1	1.33054085792949	1	1	1	1	1	1	1	1	1	1	0.674831927944262	1	1	1	1.25524232877861	1.24668667246593	1	1	1	1	1.23568441978106	1.41510943262641	1	1	1	1	1.24793685059925	1	1	1	1	1	1.39794782625181	1	1	1	1	1	1.30709854781387	1.33630854399354	1	1	1	1	1	1	1	1	1	0.631680560627625	1	0.529756566378085	1	0.688064771863546	1	1	1.47429784086872	1.26925344166227	1.31430071821759	1	1.27792843749004	1	1	1.24588475597239	1	1.24377705500223	1	1.28351283249513	1	0.748089804595316	1	1	1	0.68433067848386	1.2905380740059	1	1	1	1	1	1	1	1	1
DDX5	1.28115909893581	1	1	1	1.27941616935074	1	1	1	1	1	1.35793316880732	1	1.30873324499291	1	1.32905424106098	1	1.32606485665181	1	1.48303168802123	1	1	1.2820604781122	1	1	1.23523442996599	1.29425746332361	1	1	1	1.23698869976186	1.28850547919956	1	1.74544447125846	1	1	1	1	1	1.50958857025781	1	1.50878415075733	1	1	1.29483485511522	1.64282251045338	1.45864896661465	1	1.33657061871982	1	1	1	1	1	1	1	1	1	1	0.674978699424318	1	1	1	1.25341114938724	1.24103928026508	1	1	1	1	1.23638263941421	1.408487396901	1	1	1	1	1.24179159269597	1	1	1	1	1	1.40601566027747	1	1	1	1	1	1.31049376343849	1.33200925642972	1	1	1	1	1	1	1	1	1	0.625903057828708	1	0.539291586790825	1	0.677148387355536	1	1	1.4741258702671	1.26605871256891	1.30792115086907	1	1.26497973002879	1	1	1.24521401320967	1	1.2501041729289	1	1.27783346262736	1	0.742736115686926	1	1	1	0.687231040350033	1.29711409000889	1	1	1	1	1	1	1	1	1
PSMD12	1.29018431559573	1	1	1	1.28786848379885	1	1	1	1	1	1.34819512912045	1	1.30615558773567	1	1.32310243599824	1	1.32572839105445	1	1.48789268414212	1	1	1.28227104840312	1	1	1	1.29300466780265	1	1	1	1.23507187741232	1.28369042408257	1	1.73048315229721	1	1	1	1	1	1.5307967023721	1	1.51691990945511	1	0.751830156113154	1.30918058875421	1.64000670955794	1.46837418921884	1	1.34130401510709	1	1	1	1	1	1	1	1	1	1	0.675581894170616	1	1	1	1.25381691817685	1.23587229540509	1	1	1	1	1.23755622337132	1.40236060313964	1	1	1	1	1.23761678547088	1	1	1	1	1	1.4163901988282	1	1	1	1	1	1.31614424738126	1.32997740139341	1	1	1	1	1	1	1	1	1	0.622253589706188	1	0.54928914680563	1	0.666099297683832	1	1	1.47262388181067	1.26334296564586	1.30380301248744	1	1.2525349696236	1	1	1.24664278971841	1	1.25867607591298	1	1.27440335019103	1	0.739442831537363	1	1	1	0.692280877208033	1.30397792190188	1	1	1	1	1	1	1	1	1
KPNA2	1.2972326869273	1	1	1	1.29611548362685	1	1	1	1	1	1.34003886794026	1	1.30513657458238	1	1.3204966940461	1	1.3216131127777	1	1.49558905297398	1	1	1.28049687706089	1	1	1	1.28980617293534	1	1	1	1	1.27857092784165	1	1.71343035756381	1	1	1	1	1	1.55000346982822	1	1.52484098597966	1	0.744967506346516	1.32334197877332	1.63883452759123	1.47464441867658	1	1.34403563478635	1	1	1	1	1	1	1	1	1	1	0.677664922573954	1	1	1	1.25224715340225	1	1	1	1	1	1.23500447747078	1.3938697389558	1	1	1	1	1	1	1	1	1	1	1.42599060060757	1	1	1	1	1	1.32158201034534	1.33129239207151	1	1	1	1	1	1	1	1	1	0.620071560025123	1	0.557795274135983	1	0.651506796866663	1	1	1.46907616731151	1.26130515717346	1.30079717074971	1	1.24165707617453	1	1	1.24622036523147	1	1.26528028058753	1	1.26910951992989	1	0.73934047954998	1	1	1	0.69712790800854	1.31323329742726	1	1	1.23503592149608	1	1	1	1	1	1
AMZ2	1.30613395382252	1	1	1	1.30408607016369	1	1	1	1	1	1.33160455166966	1	1.30390450400696	1	1.32116232936979	1	1.32077065316802	1	1.49933414127333	1	1	1.28020449904221	1	1	1	1.28632263949345	1	1	1	1	1.27444583177688	1	1.69611599714972	1	1	1	1	1	1.56526632827242	1	1.53185546485177	1	0.739540914817822	1.33367920746242	1.63424850159627	1.48062506635859	1	1.34290581212022	1	1	1	1	1	1	1	1	1	1	0.682850296933743	1	1	1	1.24947361118168	1	1	1	1	1	1.23567856971435	1.38509910975487	1	1	1	1	1	1	1	1	1	1	1.43420100258536	1	1	1	1	1	1.32661366563303	1.33471054764116	1	1	1	1	1	1	1	1	1	0.614282813209796	1	0.566046119879475	1	0.635005315679805	1	1	1.46523534262198	1.25898260283262	1.29758932589915	1	1	1	1	1.24551317410116	1	1.27397662045922	1	1.26529794578786	1	0.742371416717481	1	1	1	0.703398260127228	1.32221426058351	1	1	1.23524619387282	1	1	1	1	1	1
WIPI1	1.31442293076337	1	1	1	1.31150725618119	1	1	1	1	1	1.32260030544589	1	1.2986239564708	1	1.31954566442141	1	1.31942562323508	1	1.50256377308139	1	1	1.27764533467716	1	1	1	1.28057320316068	1	1	1	1	1.26919541868343	1	1.67643250208265	1	1	1	1	1	1.58189674272715	1	1.536514688528	1	0.735542868094613	1.34605841485288	1.62726899471721	1.48426780421683	1	1.34305754894914	1	1	1	1	1	1	1	1	1	1	0.689252568743861	1	1	1	1.24444687312719	1	1	1	1	1	1	1.3738167185541	1	1	1	1	1	1	1	1	1	1	1.44190948241053	1	1	1	1	1	1.33124386341164	1.33762642639654	1	1	1	1	1	1	1	1	1	0.61136261706052	1	0.575310948082974	1	0.617238763026802	1	1	1.45724320859201	1.25616342775963	1.29211098532956	1	1	1	1	1.24179154557345	1	1.28218574699048	1	1.25922880094509	1	0.744854447195019	1	1	1	0.709196294255647	1.32870000394498	1	1	1.2362689213269	1	1	1	1	1	1
PRKAR1A	1.32408012921817	1	1	1	1.31901714169469	1	1	1	1	1	1.31172631077451	1.23599316272031	1.29624097084813	1	1.32060405933921	1	1.31993971543197	1	1.50404419706101	1	1	1.27516638344364	1	1	1	1.2746635856573	1	1	1	1.2355492430182	1.26529838604065	1	1.66058886860934	1	1	1	1	1	1.60237515149817	1	1.54286908153163	1	0.731623795871511	1.36033357138232	1.62038065415183	1.48616673777234	1	1.34507572475141	1	1	1	1	1	1	1	1	1	1	0.695737667557485	1	1	1	1.24265889328253	1	1	1	1	1	1	1.36428350251522	1	1	1	1	1	1	1	1	1	1	1.45332054741953	1	1	1	1	1	1.33820064124068	1.34419192326127	1	1	1	1	1	1	1	1	1	0.608518561420464	1	0.586072597250549	1	0.601265450879861	1	1	1.4493426350382	1.25518478869593	1.2884439887802	1	1	1	1	1.24016067259721	1	1.29008447015982	1	1.25438093115086	1	0.745226156577511	1	1	1	0.716000937538313	1.33394470227611	1	1	1.23672459877961	1	1	1	1	1	1
SLC39A11	1.33460999416421	1	1	1	1.32696771003486	1	1	1	1	1	1.30073613112646	1.24583404241402	1.29251640812571	1	1.32031402820631	1	1.31910550756409	1	1.50413599729966	1	1	1.27147864319527	1	1	1	1.26918712368057	1	1	1	1.23539493280184	1.26122925596297	1	1.64336432398848	1	1	1	1	1	1.62337133659452	1	1.54967694109561	1	0.726418542574982	1.37328152881764	1.61235953197796	1.48850906668213	1	1.34574036992419	1	1	1	1	1	1	1	1	1	1	0.70094677625869	1	1	1	1.24129953326223	1	1	1	1	1	1	1.35513559519838	1	1	1	1	1	1	1	1	1	1	1.46519358841948	1	1	1	1	1	1.34540999118707	1.3494094216136	1	1	1	1	1	1	1	1	1	0.607829745499996	1	0.597257338127152	1	0.587398514826984	1	1	1.44188409856159	1.25287250690305	1.28343867991922	1	1	1	1	1.2389176811937	1	1.29842289875856	1	1.24996734244021	1	0.746145733414134	1	1	1	0.723225171899671	1.33962624856287	1	1	1.23760552675863	1	1	1	1	1	1
FAM104A	1.34467063063169	1	1	1	1.3369006322213	1	1	1	1	1	1.28995228199281	1.25260668602199	1.28923821246729	1	1.31860336490493	1	1.31721422396574	1	1.5045334628415	1	1	1.26974368914461	1	1	1	1.26410017595159	1	1	1	1.23850679067036	1.25570483389099	1	1.62825090140789	1	1	1	1	1	1.64088778076728	1	1.55665010357752	1	0.720552698596612	1.38644618955394	1.60454464180757	1.48738818217691	1	1.34659345427006	1	1	1	1	1	1	1	1	1	1	0.707734306061492	1	1	1	1.24047544586779	1	1	1	1	1	1	1.34797682263567	1	1	1	1	1	1	1	1	1	1	1.4754567441383	1	1	1	1	1	1.351940001273	1.35303071979274	1	1	1	1	1	1	1	1	1	0.6086265359614	1	0.607599750153269	1	0.574325212505831	1	1	1.43462548880221	1.24898745982117	1.27862376317876	1	1	1	1	1.237778321817	1	1.30696916265978	1	1.24574224744584	1	0.746639518571396	1	1	1	0.733164734067461	1.3437148385115	1	1	1.24033848677618	1	1	1	1	1	1
RPL38	1.35444111434617	1	1	1	1.34480038425772	1	1	1	1	1	1.28228611681211	1.25724252945614	1.28415093631495	1	1.31994417042661	1	1.31313748193572	1	1.50634309735067	1	1	1.26584610392457	1	1	1	1.25684324017255	1	1	1	1.2406831702402	1.24921648437528	1	1.61172321555466	1	1	1	1	1	1.65426704447547	1	1.56320600840883	1	0.714454133558559	1.39949252637571	1.59631215118661	1.48950372435369	1	1.34719994506406	1	1	1	1	1	1	1	1	1	1	0.710746896181126	1	1	1	1.2380192404644	1	1	1	1	1	1	1.34398795785393	1	1	1	1	1	1	1	1	1	1	1.48348991130572	1	1	1	1	1	1.35797566879796	1.35982387423082	1	1.24534748701489	1	1	1	1	1	1	1	0.610865570834529	1	0.620529761046082	1	0.564208340840594	1	1	1.42514933650226	1.24388770297781	1.27693987433288	1	1	1	1	1.23499441045847	1	1.31554564271584	1	1.24098783116763	1	0.74887593106698	1	1	1	0.743315917162672	1.34918321446548	1	1	1.24526126635961	1	1	1	1	1	1
SLC9A3R1	1.36365275258508	1	1	1	1.35077807897705	1	1	1	1	1	1.27423614410892	1.25997814374875	1.2789259987816	1	1.32043701783534	1	1.30941129966611	1	1.50617241566811	1	1	1.26004722377234	1	1	1	1.24883707325715	1	1	1	1.24096251674976	1.24258831295055	1	1.59322979535538	1	1	1	1	1	1.66887576135914	1	1.56776853622032	1	0.708225811557836	1.41070506311751	1.58608435811581	1.48972501735928	1	1.34587583960962	1	1	1	1	1	1	1	1	1	1	0.717019522381973	1	1	1	1.23509780928833	1	1	1	1	1	1.23494000327844	1.33943974754256	1	1	1	1	1	1	1	1	1	1	1.49138648807414	1	1	1	1	1	1.36483299170626	1.36468795748088	1	1.26077852498754	1	1	1	1	1	1	1	0.612952725244241	1	0.631681120538886	1	0.552326487970282	1	1	1.41544224886789	1.23864835872282	1.2762824245779	1.23679415970866	1	1	1	1	1	1.32544891491508	1	1.23626617024705	1	0.751567523956761	1	1	1	1	1.35596358495816	1	1	1.25064034107569	1	1	1	1	1	1
ATP5H	1.37227530390012	1	1	1	1.35579924352062	1	1	1	1	1	1.26552473921819	1.26190801390974	1.27151920588853	1	1.32016471556033	1	1.30305940840329	1	1.50338443210361	1	1	1.25338398690094	1	1	1	1.24079078441158	1	1	1	1.24322615608563	1.23526407555629	1	1.57399053389658	1	1	1	1	1	1.68511545344918	1	1.57148320130671	1	0.700752161605936	1.41882001825143	1.57295282366676	1.4888227005345	1	1.34508473307074	1	1	1	1	1	1	1	1	1	1	0.722757542387684	1	1	1	1	1	1	1	1	1	1.23941012461094	1.33236798282588	1	1	1	1	1	1	1	1	1	1	1.4986132478714	1	1	1	1	1	1.36941978594252	1.36861265413941	1	1.27358514273894	0.739546956651181	1	1	1	1	1	1	0.61493938566954	1	0.641975920825729	1	0.540887128820247	1	1	1.40464371870045	1	1.27470985742667	1.24160699578711	1	1	0.750312408424362	1	1	1.33277303889308	1	1	1	1	1	1	1	1	1.36142856744161	1	1	1.25535378966911	1	1	1	1	1	1
NT5C	1.37983355421808	1	1	1	1.36117896739975	1	1	1	1	1	1.25741973751199	1.26348978930067	1.26273397916274	1	1.3204302559071	1	1.29537839370658	1	1.5007371681086	1	1	1.24574728006559	1	1	1	1	1	1	1	1.24554933313955	1	1	1.5553433985683	1	1	1	1	1	1.70005934077671	1	1.57385475822312	1	0.691574432202595	1.42692544152201	1.56012242786846	1.48630464906227	1	1.34255862472282	1	1	1	1	1	1	1	1	0.751196634555386	1	0.726752197882911	1	1	1	1	1	1	1	1	1	1.24581460028573	1.32585806302095	1	1	1	1	1	1	1	1	1	1	1.50506103195352	1	1	1	1	1	1.37304892203051	1.37291484977482	1	1.28505894120499	0.726655249651289	1	1	1	1	1	1	0.620422911418004	1	0.651369937396322	1	0.531079756306707	1	1	1.39228387691659	1	1.27199095302715	1.24497862944004	1	1	0.741918342363868	1	1	1.33962493428099	1	1	1	1	1	1	1	1	1.36570437952713	1	1	1.25893213264047	1	1	1	1	1	1
HN1	1.38665984171947	1	1	1	1.36924002267839	1	1	1	1	1	1.25219673264871	1.26253448841527	1.25659984493469	1	1.31818166006008	1	1.28509819188674	1	1.49550125026789	1	1	1.23726791572255	1	1	1	1	1	1	1	1.24511390672906	1	1	1.53410232453596	1	1	1	1	1	1.71236104028219	1	1.57727392120486	1	0.679481782205041	1.43559778934644	1.54441119732736	1.48452405441835	1	1.34059680524894	1	1	1	1	1	1	1	1	0.746936685509427	1	0.727786140188896	1	1	1	1	1	1	1	1	1	1.25115118145771	1.32041529322318	1	1	1	1	1	1	1	1	1	1	1.51088424638293	1	1	1	1	1	1.37622736603056	1.37631916905314	1	1.29393748246608	0.714465695975704	1	1	1	1	1	1	0.626558230738261	1	0.658672037932438	1	0.52171666534172	1	1	1.37707205175929	1	1.26661747748055	1.24741441781315	1	1	0.735836351695765	1	1	1.34393005239803	1	1	1	1	1	1	1	1	1.36924564384971	1	1	1.2623174141108	1	1	1	1	1	1
SUMO2	1.39272950581991	1	1	1	1.37573683833431	1	1	1	1	1	1.24651132797865	1.26058717826018	1.24936636723992	1	1.31498079295199	1	1.27199834885668	1	1.48928311161499	1	1	1	1	1	1	1	1	1	1	1.24346251640312	1	1	1.51208618110882	1	1	1	1	1	1.72368547419172	1	1.57966441714065	1	0.665563074489229	1.4428104237476	1.52559082963982	1.48142724108524	1	1.34077545267953	1	1	1	1	1	1	1	1	0.741101725487843	1	0.727351033054547	1	1	1	1	1	1	1	1	1	1.25344021973156	1.31403522354968	1	1	1	1	1	1	1	1	1	1	1.51402154476497	1	1	1	1	1	1.37861061948176	1.37842628167232	1.23489873225589	1.30177764465792	0.700155450677904	1	1	1	1	1	1	0.629796129224197	1	0.665013417512397	1	0.510376663030512	1	1	1.35878610358411	1	1.26013742860684	1.24870092366785	1	1	0.728438751423301	1	1	1.34546391126381	1	1	1	1	1	1	1	1	1.37189907231358	1	1	1.26463732076161	1	1	1	1	1	1
NUP85	1.39820518271244	1	1	1	1.38308670359731	1	1	1	1	1	1.2401113930759	1.25780240655181	1.24118128237089	1	1.31098011972537	1	1.25799790758228	1	1.48223743461468	1	1	1	1	1	1	1	1	1	1	1.24074588298781	1	1	1.49107221834012	1	1	1	1	1	1.73802805780501	1	1.58118919811382	1	0.652986601772824	1.448722494498	1.50566053489016	1.47716986992942	1	1.33967287253854	1	1	1	1	1	1	1	1	0.7338348432799	1	0.725592141085661	1	1	1	1	1	1	1	1	1	1.25636569370022	1.30795360466108	1	1	1	1	1	1	1	1	1	1	1.51647118271604	1	1	1	1	1	1.3820131341421	1.38083760080878	1.24337187274013	1.31052538212516	0.685017230577151	1	1	1	1	1	1	0.632719457964186	1	0.670945272114801	1	0.499473131323563	1	1	1.34023368582469	1	1.2544696610872	1.24899106712365	1	1	0.719867945743524	1	1	1.34796802845264	1	1	1	1	1	1	1	1	1.37382320589814	1	1	1.26627457001921	1	1	1	1	1	1
MRPS7	1.40325765849306	1	1	1	1.39275694806303	1	1	1	0.746369624452811	1	1	1.25381720245779	1.23521588926383	1	1.3058128405882	1	1.24272623503929	1	1.47766387248569	1	1	1	1	1	1	1	1	1.24699694076548	1	1.23515153384813	1	1	1.46882565594082	1	1	1	1	1	1.75284435246321	1	1.58146916311005	1	0.642137703214552	1.45662840646339	1.48588994245331	1.47321220563325	1	1.34051885103248	1	1	1	1	1	1	1	1	0.727477689248714	1	0.725584553373617	1	1	1	1	1	1	1	1	1	1.25957926932109	1.3042959148766	1	1	1	1	1	1	1	1	1	1	1.51785971391619	1	1	1	1	1	1.38486487288695	1.38192823009515	1.25435246267996	1.32163419404628	0.671840325328725	1	1	1	1	1	1	0.637599575126222	1	0.676755510496102	1	0.490242513778296	1	1	1.32376305117959	1	1.24748129735679	1.25147028602637	1	1	0.713189418075292	1	1	1.34928771877711	1	1	1	1	1	1	1	1	1.37810054134385	1	1	1.26706889127844	1	1	1	1	1	1
